,Learning Status,MAPE (Dataset Size = 50)
79,Transfer Learning,0.02068061
80,Transfer Learning,0.026139636
81,Transfer Learning,0.028275657
82,Transfer Learning,0.023782428
83,Transfer Learning,0.034276716
84,Transfer Learning,0.057323974
85,Transfer Learning,0.086961664
86,Transfer Learning,0.0115648415
87,Transfer Learning,0.051447786
88,Transfer Learning,0.034927055
89,Transfer Learning,0.021305408
90,Transfer Learning,0.048897624
91,Transfer Learning,0.059439927
92,Transfer Learning,0.02763339
93,Transfer Learning,0.051047444
94,Transfer Learning,0.040930197
95,Transfer Learning,0.03951751
96,Transfer Learning,0.026506912
97,Transfer Learning,0.04090499
98,Transfer Learning,0.04765434
99,Transfer Learning,0.046143968
100,Transfer Learning,0.022917915
