,0
0,0.15209898
1,0.13561848
2,0.14212027
3,0.07192071
4,0.09068929
5,0.074043974
6,0.1427286
7,0.093406454
8,0.08855613
9,0.06850755
10,0.0649281
11,0.21886595
12,0.06065003
13,0.03750621
14,0.10179053
15,0.15520464
16,0.24332647
17,0.10449628
18,0.13417651
19,0.1551755
20,0.08496106
21,0.075762674
22,0.07847804
23,0.041451402
24,0.17999771
25,0.1389403
26,0.13165869
27,0.15994406
28,0.04149854
29,0.13259633
30,0.058229912
31,0.082412586
32,0.11996238
33,0.07144358
34,0.08383066
35,0.122676566
36,0.09299219
37,0.12280516
38,0.1301671
39,0.088149205
40,0.12559411
41,0.20833556
42,0.13752362
43,0.060577445
44,0.084666096
45,0.1566104
46,0.1551789
47,0.100473806
48,0.08939536
49,0.18342572
50,0.08422045
51,0.075195625
52,0.10079058
53,0.098058134
54,0.10175236
55,0.15265748
56,0.092911065
57,0.077910654
58,0.072673716
59,0.07115614
60,0.17405336
61,0.037242584
62,0.08000358
63,0.111692786
64,0.071526
65,0.14875421
66,0.13185836
67,0.07618519
68,0.11539817
69,0.07521589
70,0.23783262
71,0.11249322
72,0.19871375
73,0.09640868
74,0.12567142
75,0.13158944
76,0.17606838
77,0.16584557
78,0.07547471
79,0.16358133
80,0.11085595
81,0.12271334
82,0.11807668
83,0.088223234
84,0.20797785
85,0.07710938
86,0.14749132
87,0.13928802
88,0.15379672
89,0.077197514
90,0.13385569
91,0.06408128
92,0.16562827
93,0.065516666
94,0.12283143
95,0.13117428
96,0.088025585
97,0.15812925
98,0.09362513
99,0.16025692
