,0
0,0.082243524
1,0.121363066
2,0.23466972
3,0.040920198
4,0.15685247
5,0.2169697
6,0.16190214
7,0.108503774
8,0.13106695
9,0.09807688
10,0.08938424
11,0.12958539
12,0.2321591
13,0.09171222
14,0.13187312
15,0.0804805
16,0.08255325
17,0.12305156
18,0.2041283
19,0.087943025
20,0.086338624
21,0.07807921
22,0.09942152
23,0.089280665
24,0.11339538
25,0.060712356
26,0.097372495
27,0.09259014
28,0.10529079
29,0.18491346
30,0.12848453
31,0.09844228
32,0.05554496
33,0.10625298
34,0.12208654
35,0.07126342
36,0.074956365
37,0.061571993
38,0.061259724
39,0.11806406
40,0.20139727
41,0.10246116
42,0.12845308
43,0.10702584
44,0.052117325
45,0.07413575
46,0.11514914
47,0.25137088
48,0.15712781
49,0.06416204
50,0.050601494
51,0.27514178
52,0.13396479
53,0.13103563
54,0.119924024
55,0.047889125
56,0.059174947
57,0.10641726
58,0.12100228
59,0.11453279
60,0.13468292
61,0.10257697
62,0.1395197
63,0.21324661
64,0.120229736
65,0.09213723
66,0.0646865
67,0.13851026
68,0.10192003
69,0.10327713
70,0.07218365
71,0.21151397
72,0.109106556
73,0.09372811
74,0.032809936
75,0.16812193
76,0.058838267
77,0.06995761
78,0.12625733
79,0.14408436
80,0.19952866
81,0.12348373
82,0.059491485
83,0.14346324
84,0.2058996
85,0.08562101
86,0.107370995
87,0.1024394
88,0.030174226
89,0.05850222
90,0.18413672
91,0.057940375
92,0.07778777
93,0.05340861
94,0.1325589
95,0.08768966
96,0.058884777
97,0.10214086
98,0.286246
99,0.103941284
