,Learning Status,MAPE (Dataset Size = 50)
90,Direct Learning,0.56425554
91,Direct Learning,0.4444098
92,Direct Learning,0.2547695
93,Direct Learning,0.24316975
94,Direct Learning,0.35085565
95,Direct Learning,0.3079588
96,Direct Learning,0.2466583
97,Direct Learning,0.29184526
98,Direct Learning,0.5406429
99,Direct Learning,0.25020617
100,Direct Learning,0.23565705
1,Transfer Learning,0.034844138
2,Transfer Learning,0.11367375
3,Transfer Learning,0.063525766
4,Transfer Learning,0.120080695
5,Transfer Learning,0.25584108
6,Transfer Learning,0.27390343
7,Transfer Learning,0.07419534
8,Transfer Learning,0.17167512
9,Transfer Learning,0.16116479
10,Transfer Learning,0.14460973
11,Transfer Learning,0.1403493
12,Transfer Learning,0.16339022
13,Transfer Learning,0.25593263
14,Transfer Learning,0.19535193
15,Transfer Learning,0.13109568
16,Transfer Learning,0.090802826
17,Transfer Learning,0.12974285
18,Transfer Learning,0.14144376
19,Transfer Learning,0.13532475
20,Transfer Learning,0.17221877
21,Transfer Learning,0.17807478
22,Transfer Learning,0.12834562
23,Transfer Learning,0.16708803
24,Transfer Learning,0.07889377
25,Transfer Learning,0.10069281
26,Transfer Learning,0.09931522
27,Transfer Learning,0.1198761
28,Transfer Learning,0.10594161
29,Transfer Learning,0.059732795
30,Transfer Learning,0.055527635
31,Transfer Learning,0.14959493
32,Transfer Learning,0.1756821
33,Transfer Learning,0.16426238
34,Transfer Learning,0.28814545
35,Transfer Learning,0.30713362
36,Transfer Learning,0.054529242
37,Transfer Learning,0.08248358
38,Transfer Learning,0.21190174
39,Transfer Learning,0.0797428
40,Transfer Learning,0.1598743
41,Transfer Learning,0.08614097
42,Transfer Learning,0.14916518
43,Transfer Learning,0.08309774
44,Transfer Learning,0.08485684
45,Transfer Learning,0.1058424
46,Transfer Learning,0.14692877
47,Transfer Learning,0.17653362
48,Transfer Learning,0.12311423
49,Transfer Learning,0.10437435
50,Transfer Learning,0.11951224
51,Transfer Learning,0.1455402
52,Transfer Learning,0.09935653
53,Transfer Learning,0.121232845
54,Transfer Learning,0.14393148
55,Transfer Learning,0.12333821
56,Transfer Learning,0.1930764
57,Transfer Learning,0.071220435
58,Transfer Learning,0.14469795
59,Transfer Learning,0.10755031
60,Transfer Learning,0.11584848
61,Transfer Learning,0.05300163
62,Transfer Learning,0.103905484
63,Transfer Learning,0.15121296
64,Transfer Learning,0.10161595
65,Transfer Learning,0.11095669
66,Transfer Learning,0.08577549
67,Transfer Learning,0.032362424
68,Transfer Learning,0.21000835
69,Transfer Learning,0.12718782
70,Transfer Learning,0.09249882
71,Transfer Learning,0.11192989
72,Transfer Learning,0.07020788
73,Transfer Learning,0.123925194
74,Transfer Learning,0.13622846
75,Transfer Learning,0.20971282
76,Transfer Learning,0.12740186
77,Transfer Learning,0.10395734
78,Transfer Learning,0.07975692
79,Transfer Learning,0.15457216
80,Transfer Learning,0.10514562
81,Transfer Learning,0.1389337
82,Transfer Learning,0.19764483
83,Transfer Learning,0.12351872
84,Transfer Learning,0.14270654
85,Transfer Learning,0.0668448
86,Transfer Learning,0.21801999
87,Transfer Learning,0.090264246
88,Transfer Learning,0.042831905
89,Transfer Learning,0.10650098
90,Transfer Learning,0.11138259
91,Transfer Learning,0.095196344
92,Transfer Learning,0.06392688
93,Transfer Learning,0.29962146
94,Transfer Learning,0.1555616
95,Transfer Learning,0.12443533
96,Transfer Learning,0.12334325
97,Transfer Learning,0.25221848
98,Transfer Learning,0.2655081
99,Transfer Learning,0.044740364
100,Transfer Learning,0.09525516
