IUPAC,ion1,ion2,density,temperature,pressure
1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1503.1,283.15,101.325
1-ethyl-3-methylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1420,283.15,101.325
1-ethyl-3-methylpyridinium ethylsulfate,[C][Branch1][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1230.73,283.15,101.325
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1505.2,283.15,101.325
1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][C][=C][Ring1][Branch1],1588.9,283.15,101.325
1-ethylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1471.9,283.15,101.325
1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][#Branch1][C][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1358.4,283.15,101.325
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1348.97,283.15,101.325
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1385.346429,283.15,100
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1385.346429,283.15,101
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1385.346429,283.15,101.325
1-hexyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1034.3,283.15,101.325
1-hexyl-3-methylimidazolium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1001.45,283.15,101.325
1-hexyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1155.8675,283.15,100
1-hexyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1155.8675,283.15,101
1-hexyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1155.8675,283.15,101.325
"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1373.6,283.15,100
1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1365.3,283.15,100
1-hexylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1313.7,283.15,101.325
1-hexylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1164.96,283.15,100
1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][Branch1][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1450.3,283.15,101.325
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][C],1300.89,283.15,101.325
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C],1350.3,283.15,101.325
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C],1441.82,283.15,101.325
1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][Branch1][C][C][C],1492.2,283.15,101.325
1-methyl-3-hexylimidazolium chloroindium,[Cl][In+2],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1492,283.15,101.325
1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1331,283.15,101.325
1-methyl-3-octylimidazolium chloride,[Cl-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1018.3,283.15,101.325
1-methyl-3-octylimidazolium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],985.65,283.15,101.325
1-methyl-3-octylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1113.9475,283.15,100
1-methyl-3-octylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1113.9475,283.15,101.325
1-methyl-3-octylimidazolium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1010.18,283.15,101.325
1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C],1417.5,283.15,101.325
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1490.2,283.15,101.325
1-methylpyridinium methylsulfate,[C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1355,283.15,101.325
1-octyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1200.15,283.15,101.325
1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1342.4,283.15,101.325
1-octylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1123.4,283.15,101.3
1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch1][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1433,283.15,101.325
1-propyl-3-methylimidazolium glycine,[N][C][C][=Branch1][C][=O][O],[C][Branch1][Ring1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1144.6,283.15,101
1-propylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1263.9,283.15,101.325
2-(5-chloro-2-((1-propylpyridinium-2-yl)oxy)pyridinium-1-yl)ethyl sulfate tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Ring1][#C][O][C][C][N+1][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][O][C][=N+1][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][O-1],1264.92,283.15,100
"2-(acetyloxy)-N-ethyl-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C],1472.2,283.15,101.325
2-hydroxy-N-methylethanaminium formate,[C][=Branch1][C][=O][O-1],[O][C][C][NH2+1][C],1136.6,283.15,101.325
2-hydroxy-N-methylethanaminium isobutyrate,[C][Branch1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][O-1],[O][C][C][NH2+1][C],1052.9,283.15,101.325
2-hydroxy-N-methylethanaminium pentanoate,[C][Branch1][Branch1][C][C][C][C][=Branch1][C][=O][O-1],[O][C][C][NH2+1][C],1026.3,283.15,101.325
2-hydroxy-N-methylethanaminium propionate,[C][Branch1][Ring1][C][C][=Branch1][C][=O][O-1],[O][C][C][NH2+1][C],1081,283.15,101.325
2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][C][=N+1][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C],1478.5,283.15,100
3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N][C][Branch1][=N][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][=O],1431,283.15,101.325
3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][#Branch1][C][#N][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1625.9,283.15,101.325
"3,5-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][C][C][=N+1][Branch1][=Branch2][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][C][C][C][C][C][C][C][C],1298.3,283.15,101.325
3-decyl-1-methylimidazolium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],992.5,283.15,101.325
3-ethyl-1-methyl-1H-imidazolium hexyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Branch2][O][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1140.9,283.15,101.325
3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,[O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C],[C][Branch1][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1154.8,283.15,101.325
3-hexyl-1-methylimidazolium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1030.55,283.15,101.325
3-methyl-1-(naphthalen-2-ylmethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],1496,283.15,101.325
3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][C][C][=N+1][Branch1][=Branch1][C][=C][C][=Ring1][=Branch1][C][C][C],1462.01,283.15,101.325
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1407.25,283.15,101.325
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][S+1][Branch1][C][C][C][C],1517.3,283.15,101.325
"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][=Branch2][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1112.5,283.15,101.325
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch1][C][C][O][C][Branch1][C][C][C][C],1420.6,283.15,101.325
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch1][C][C][O][C][Branch1][C][C][C][C],1188.2,283.15,101.325
"N,N-dimethylethanamine acetate",[C][Branch1][C][C][=Branch1][C][=O][O],[C][N][Branch1][Ring1][C][C][C],1028,283.15,101.325
"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][NH1+1][Branch1][#Branch1][C][Branch1][Ring1][C][C][=O][C],1536.2,283.15,101.325
"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][O][C][C][O][C][Branch1][C][C][C],1405,283.15,101.325
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][C][Branch1][C][C][C],1415.26,283.15,101.325
"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][C][C][C][C][C][Branch1][C][C][C],1303.6,283.15,101.325
N-methyl-2-hydroxyethylammonium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][NH2+1][C][C][O],1109.8,283.15,101.325
N-methyl-2-hydroxyethylammonium butanoate,[C][Branch1][Ring2][C][C][C][=Branch1][C][=O][O-1],[C][NH2+1][C][C][O],1049.4,283.15,101.325
N-octyl-3-methylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1104.9,283.15,100
N-octyl-3-methylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1104.9,283.15,101.325
pyrrolidinium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[NH2+1][C][C][C][C][Ring1][Branch1],1235,283.15,100
tetradecyl(trihexyl)phosphonium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],908,283.15,100
tetradecyl(trihexyl)phosphonium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],908,283.15,101.325
tetradecyltrihexylphosphonium bromide,[Br-1],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],963.55,283.15,100
tetradecyltrihexylphosphonium bromide,[Br-1],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],963.55,283.15,101.325
tributylethylphosphonium diethylphosphate,[C][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Ring1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1021.5,283.15,101.325
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1276,283.15,101.325
Tributylmethylphosphonium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][P+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1267.2,283.15,101.325
tributylmethylphosphonium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1071.55,283.15,101.325
triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][P+1][Branch1][=Branch1][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1315.225,283.15,100
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][S+1][Branch1][Ring1][C][C][C][C],1475.8,283.15,100
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][S+1][Branch1][Ring1][C][C][C][C],1475.8,283.15,101.325
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][P+1][Branch1][#C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],1077.4,283.15,100
