,0
0,0.0012123935157433152
1,0.0012000995920971036
2,0.0014258645242080092
3,0.002380391350015998
4,0.002191517734900117
5,0.0020947179291397333
6,0.002523450879380107
7,0.0028519784100353718
8,0.0024048362392932177
9,0.0024163953494280577
10,0.0022879024036228657
11,0.003136663930490613
12,0.002995396265760064
13,0.003880694042891264
14,0.0037585757672786713
15,0.0026638228446245193
16,0.003818324999883771
17,0.0026952428743243217
18,0.002872680313885212
19,0.003343836171552539
20,0.0035857430193573236
21,0.0031296254601329565
22,0.0030480732675641775
23,0.0030495338141918182
24,0.0034685740247368813
25,0.004530252888798714
26,0.004157727118581533
27,0.0035766768269240856
28,0.0036364058032631874
29,0.00349929160438478
30,0.004011825192719698
31,0.0036723746452480555
32,0.004626160487532616
33,0.0037202138919383287
34,0.004190425388514996
35,0.003484842600300908
36,0.004367155954241753
37,0.003696383209899068
38,0.00410886388272047
39,0.00414353609085083
40,0.00428409269079566
41,0.0035122272092849016
42,0.0037657013162970543
43,0.004737105220556259
44,0.0034706732258200645
45,0.0037539321929216385
46,0.003601526375859976
