,0
0,2.9120838007656857e-05
1,5.595400125457672e-06
2,1.7534066500957124e-05
3,0.0006726128049194813
4,0.0002479461836628616
5,0.0005953191430307925
6,0.0003739017993211746
7,0.0010598275111988187
8,0.0007207959424704313
9,0.0006349137984216213
10,0.0007365900673903525
11,0.0029561284463852644
12,0.0011224884074181318
13,0.0016159133519977331
14,0.001935429754666984
15,0.0007518461206927896
16,0.001343926996923983
17,0.0011748445685952902
18,0.00175565667450428
19,0.002240587957203388
20,0.0019631145987659693
21,0.002105127088725567
22,0.001885993522591889
23,0.0016822926700115204
24,0.0014036239590495825
25,0.002227174583822489
26,0.003281259909272194
27,0.0021558189764618874
28,0.0017671447712928057
29,0.0028388448990881443
30,0.0032523556146770716
31,0.002468228805810213
32,0.002204395830631256
33,0.003300753887742758
34,0.0023010456934571266
35,0.002544970950111747
36,0.0028062222991138697
37,0.003465798916295171
38,0.003095511347055435
39,0.00243654428049922
40,0.0029000791255384684
41,0.003057359717786312
42,0.002155609894543886
43,0.003739919513463974
44,0.004374690819531679
45,0.002996775321662426
46,0.004238380119204521
47,0.004548396449536085
48,0.003952039405703545
49,0.004045277833938599
50,0.004030694253742695
51,0.0039028716273605824
52,0.0036009876057505608
53,0.003776613622903824
54,0.004116514697670937
