,0
0,4.736951712906159e-15
1,4.016934788270143e-12
2,8.779150366747257e-13
3,1.595119480946039e-09
4,1.1722452200046973e-06
5,9.007436347019393e-06
6,3.634867653090623e-06
7,6.39922882328392e-06
8,3.829011620837264e-05
9,0.00010355919221183285
10,0.00012265572149772197
11,0.00021442826255224645
12,0.00023535240325145423
13,0.00023105744912754744
14,0.0002620579325594008
15,0.0002899075043387711
16,0.000258594227489084
17,0.0001886658719740808
18,0.00026844663079828024
19,0.0004994919872842729
20,0.0005827700369991362
21,0.0003756586229428649
22,0.0006717051146551967
23,0.0006931990501470864
24,0.0006476053968071938
25,0.0007597038056701422
26,0.000630234251730144
27,0.0008500594412907958
28,0.0006366345915012062
29,0.0006562426569871604
30,0.0010524746030569077
31,0.0008302392670884728
32,0.0011035067727789283
33,0.0009568900568410754
34,0.001335770357400179
35,0.0012000699061900377
36,0.0010050033451989293
37,0.0013733197702094913
38,0.0009143969509750605
39,0.0008600091678090394
40,0.0010401845211163163
41,0.0011456275824457407
42,0.0007845585932955146
43,0.0009285386186093092
44,0.0011875160271301866
45,0.000800201203674078
46,0.0011960347183048725
