,feature,weight,std
256,#34,-0.0318041399581692,0.06873981915622952
257,#809,-0.033170135971619996,0.01645175467233456
258,#308,-0.03326441554662589,0.03081694244068961
259,#26,-0.034890837355536705,0.04313362992583314
260,#1430,-0.03629051701692927,0.04632951811974107
261,#317,-0.039248608777232,0.03147322309590718
262,#5070,-0.03970578747591933,0.05872811300709721
263,#4636,-0.040685820340939996,0.02316213440199039
264,#1693,-0.04323158317038915,0.016204497445073122
265,#4004,-0.045131286259906325,0.016822965300903187
266,#1106,-0.046516383516859626,0.025003554875646906
267,#724,-0.04737217242879965,0.027723202668031355
268,#4740,-0.04912571186591015,0.08711467204159755
269,#1112,-0.052649775631128735,0.027368004329699155
270,#248,-0.0539751070671481,0.008324145240856517
271,#4492,-0.055471685962417895,0.054443881040694815
272,#1143,-0.05765371164965083,0.05624305177082879
273,#1326,-0.057763778497778515,0.049098994174885814
274,#935,-0.06127379089525107,0.03712894281342496
275,#4464,-0.06276101711912374,0.004923826062779107
276,#170,-0.06992006125761294,0.06711277145459986
277,#152,-0.07496234469841594,0.07193410878313183
278,#846,-0.07576808054796184,0.08110825652700461
279,#390,-0.07646156410638079,0.07000143507578858
280,#4290,-0.07848109617147962,0.04073336227405038
281,#4532,-0.08182068151187731,0.024283680127158366
282,#1002,-0.08416326348521072,0.022021126229777515
283,#213,-0.11553165735565359,0.05466274352794587
284,#1381,-0.11900496725102809,0.05034848952664232
