,feature,weight,std
0,PC5,2.2290955354917137,1.1181456693549825
1,PC1,1.5226723335693655,1.2007229284088101
2,PC3,1.0626545514206627,1.4888052878482132
3,PC7,0.8596595778053746,0.31932716421655344
4,PC20,0.7614915612459761,0.40075199876026135
5,PC4,0.7507316986675683,0.9874575504569484
6,PC6,0.7402683092881326,1.0694696214795403
7,PC10,0.684081384283239,0.6518911616984401
8,PC49,0.522158506446921,0.3166099252752207
9,PC24,0.4598379480490692,0.35691442813143165
10,PC19,0.40810255967198755,0.39166504905818444
11,PC37,0.3901348344539777,0.277795956751633
12,PC39,0.3792439584766008,0.22256451603699548
13,PC17,0.368578509711034,0.13050386132095543
14,PC25,0.32636385795639455,0.3673178752261269
15,PC14,0.2745320638250156,0.3049150391577334
16,PC21,0.2644160796863083,0.28378662738658045
17,PC42,0.24110108101645905,0.10463606855657479
18,PC33,0.22383656659729567,0.15072278204478437
19,PC29,0.21590885610451024,0.2889744239257214
20,PC44,0.21477575882888544,0.23880427362308673
21,PC8,0.20527516731886025,0.23971301981634424
22,PC40,0.157688748685851,0.08805214399850528
23,PC9,0.15764201990317303,0.5218704272875971
24,PC12,0.13516587822231826,0.583175171166648
25,PC11,0.07890234687786091,0.3583761440818283
26,PC38,0.06404112415278433,0.3057066462883498
27,PC48,0.0626634830219139,0.262166147216355
28,PC41,-0.027836527383082198,0.21626594057858414
29,PC26,-0.05264148239701072,0.2881120469894643
30,PC18,-0.0690946726567347,0.2985205286569921
31,PC46,-0.08332791470406349,0.12563065040655075
32,PC23,-0.0945643277338533,0.1721106101243049
33,PC13,-0.10035084510202381,0.596602349057733
34,PC43,-0.10069879131922618,0.20074633374381395
35,PC22,-0.288758920812996,0.22486634028795371
36,PC27,-0.2972419261621454,0.16795512880792057
37,PC31,-0.31231704056491766,0.20892536806051953
38,PC50,-0.31336631962029526,0.28555398013782024
39,PC47,-0.3164212599635512,0.06846732093903286
40,PC2,-0.32298347071007283,0.9256221623201367
41,PC36,-0.32371529105362884,0.29905826556313525
42,PC30,-0.3618813449062735,0.17965606615526564
43,PC34,-0.3786740887812286,0.31703680713148474
44,PC35,-0.44985807342254985,0.4004196150577213
45,PC28,-0.4683094650082644,0.18006917904520794
46,PC45,-0.47293928645816835,0.2699332241278683
47,PC15,-0.548029921185163,0.4114715184780175
48,PC16,-0.5525223687779658,0.703171714083626
49,PC32,-1.0428138449547766,0.5887491256081193
