,feature,weight,std
0,PC3,1.826933096018244,0.8280336111628127
1,PC1,1.3238589640778984,0.511203870231104
2,PC6,1.1501487594098783,0.3555689150692198
3,PC39,0.6009459260184323,0.1006331923865351
4,PC15,0.544076534770676,0.26819593305720385
5,PC10,0.4754297777819595,0.19148873348166143
6,PC9,0.47421261184855457,0.24060193190269316
7,PC13,0.3829073744845596,0.12587588432160068
8,PC12,0.3820825531995274,0.1403067725385577
9,PC19,0.3710294697840414,0.14963991146260544
10,PC14,0.3091469890911533,0.2835872378036012
11,PC24,0.306011210916307,0.12126941610851583
12,PC17,0.30580762021848373,0.23173388563379207
13,PC22,0.30112407378816763,0.12267895338805207
14,PC32,0.2770449830153101,0.32169085554673327
15,PC34,0.2686850885471648,0.1404457146010155
16,PC5,0.22236043832411934,0.34206802400654046
17,PC25,0.21987715001884905,0.14324263405103446
18,PC21,0.20967887142537317,0.05997839750172783
19,PC48,0.20525138214436503,0.10609268879236902
20,PC23,0.192648535406677,0.07203375709797792
21,PC4,0.17093067677453017,0.2681147025241893
22,PC26,0.17055895807902424,0.1091098558984681
23,PC18,0.16458535153649728,0.21050961538666713
24,PC11,0.16292945560668368,0.13927338177810758
25,PC41,0.14443496576290932,0.057673854437207614
26,PC27,0.11810839139576004,0.1213868267715138
27,PC28,0.09501078423726739,0.03289521361008544
28,PC40,0.06182020432751241,0.1334551481389294
29,PC45,0.05245422572082905,0.15047524094358886
30,PC16,0.028767900779651433,0.1439687461248494
31,PC49,0.01427474147909109,0.07264239739928609
32,PC47,0.012304038482189306,0.025029372410733473
33,PC7,0.009964855256249017,0.4025576767006294
34,PC46,0.005941834056928208,0.05765731224159247
35,PC29,0.0038604165870589568,0.04156608936577352
36,PC42,-0.00704015478291975,0.10338248138629538
37,PC35,-0.008518447033019249,0.13876974843233988
38,PC2,-0.020213682948205403,0.5611449247681762
39,PC43,-0.03226782123748286,0.06684015699844645
40,PC33,-0.03712889846205982,0.08221839978937046
41,PC44,-0.039774918501484,0.051265550586118085
42,PC50,-0.04238322258774847,0.05714365590163194
43,PC36,-0.053884778871664984,0.0766780107043038
44,PC8,-0.055482191429385354,0.12214857587147614
45,PC31,-0.06153796053645948,0.06668666035150292
46,PC37,-0.07801630532048857,0.11939448602787205
47,PC38,-0.07821957374922697,0.04690676407279259
48,PC30,-0.13241305551141966,0.126555747877289
49,PC20,-0.21352507512649394,0.11375852765383593
